Resistance,Thumb,Index,Middle,Ring,Pinky,,,,,,
Straight resistance,143204.625,55087.67969,50916.53125,54617.53125,147378.5938,,,,,,
Bend resistance,309419.25,136426.375,105947.0859,122952.75,334740.3125,,,,,,
Time to read data,,,,,,,,,,,
Label,Thumb,Index,Middle,Ring,Pinky,ax,ay,az,gx,gy,gz
Recording starts in 2s,,,,,,,,,,,
A,28,33,44,35,14,5.079963,7.726425,5.121837,-0.581544,-0.92485,-0.078191
A,28,34,42,36,16,5.079963,7.726425,5.121837,-0.581544,-0.92485,-0.078191
A,27,33,41,31,18,5.079963,7.726425,5.121837,-0.581544,-0.92485,-0.078191
A,29,33,38,34,15,5.079963,7.726425,5.121837,-0.581544,-0.92485,-0.078191
A,29,33,40,34,18,5.079963,7.726425,5.121837,-0.581544,-0.92485,-0.078191
A,29,33,38,34,16,5.079963,7.726425,5.121837,-0.581544,-0.92485,-0.078191
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,27,33,41,34,17,-1.868794,6.334998,6.055038,0.273668,0.79046,0.717156
A,27,33,42,34,16,-1.868794,6.334998,6.055038,0.273668,0.79046,0.717156
A,27,35,39,34,14,-1.868794,6.334998,6.055038,0.273668,0.79046,0.717156
A,27,34,43,33,17,-1.868794,6.334998,6.055038,0.273668,0.79046,0.717156
A,27,34,44,34,17,-1.868794,6.334998,6.055038,0.273668,0.79046,0.717156
A,27,35,42,33,17,-1.868794,6.334998,6.055038,0.273668,0.79046,0.717156
A,27,34,41,33,16,-1.868794,6.334998,6.055038,0.273668,0.79046,0.717156
A,27,34,43,34,17,-1.868794,6.334998,6.055038,0.273668,0.79046,0.717156
A,27,35,42,35,16,-1.868794,6.334998,6.055038,0.273668,0.79046,0.717156
A,27,33,43,33,16,-1.868794,6.334998,6.055038,0.273668,0.79046,0.717156
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,26,33,43,34,17,-2.264807,6.160322,5.877969,-0.783129,0.089186,1.012815
A,27,34,42,34,17,-2.264807,6.160322,5.877969,-0.783129,0.089186,1.012815
A,27,33,44,34,18,-2.264807,6.160322,5.877969,-0.783129,0.089186,1.012815
A,27,33,40,33,16,-2.264807,6.160322,5.877969,-0.783129,0.089186,1.012815
A,27,34,42,34,17,-2.264807,6.160322,5.877969,-0.783129,0.089186,1.012815
A,27,34,42,35,16,-2.264807,6.160322,5.877969,-0.783129,0.089186,1.012815
A,27,33,41,31,16,-2.264807,6.160322,5.877969,-0.783129,0.089186,1.012815
A,27,33,40,33,18,-2.264807,6.160322,5.877969,-0.783129,0.089186,1.012815
A,27,34,41,34,16,-2.264807,6.160322,5.877969,-0.783129,0.089186,1.012815
A,29,33,41,35,17,-2.264807,6.160322,5.877969,-0.783129,0.089186,1.012815
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,33,26,43,40,18,1.422533,5.968896,8.298308,-0.736704,-0.205251,0.792903
A,39,31,47,41,17,1.422533,5.968896,8.298308,-0.736704,-0.205251,0.792903
A,39,30,46,43,18,1.422533,5.968896,8.298308,-0.736704,-0.205251,0.792903
A,38,34,45,43,17,1.422533,5.968896,8.298308,-0.736704,-0.205251,0.792903
A,39,32,45,43,17,1.422533,5.968896,8.298308,-0.736704,-0.205251,0.792903
A,40,31,43,40,17,1.422533,5.968896,8.298308,-0.736704,-0.205251,0.792903
A,38,30,42,42,18,1.422533,5.968896,8.298308,-0.736704,-0.205251,0.792903
A,38,30,42,42,18,1.422533,5.968896,8.298308,-0.736704,-0.205251,0.792903
A,37,28,42,38,17,1.422533,5.968896,8.298308,-0.736704,-0.205251,0.792903
A,35,30,42,38,18,1.422533,5.968896,8.298308,-0.736704,-0.205251,0.792903
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,35,29,39,35,16,-0.835095,6.033503,7.63789,0.624304,-0.398284,-0.510683
A,35,29,41,38,16,-0.835095,6.033503,7.63789,0.624304,-0.398284,-0.510683
A,35,31,42,39,17,-0.835095,6.033503,7.63789,0.624304,-0.398284,-0.510683
A,36,28,42,40,17,-0.835095,6.033503,7.63789,0.624304,-0.398284,-0.510683
A,34,29,41,38,18,-0.835095,6.033503,7.63789,0.624304,-0.398284,-0.510683
A,33,30,41,41,17,-0.835095,6.033503,7.63789,0.624304,-0.398284,-0.510683
A,33,30,41,38,17,-0.835095,6.033503,7.63789,0.624304,-0.398284,-0.510683
A,33,30,42,39,14,-0.835095,6.033503,7.63789,0.624304,-0.398284,-0.510683
A,33,31,42,40,17,-0.835095,6.033503,7.63789,0.624304,-0.398284,-0.510683
A,33,29,42,38,17,-0.835095,6.033503,7.63789,0.624304,-0.398284,-0.510683
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,25,28,38,34,16,-3.907479,4.512863,3.115455,-0.359189,-0.498466,0.259007
A,26,28,39,38,16,-3.907479,4.512863,3.115455,-0.359189,-0.498466,0.259007
A,25,26,38,38,16,-3.907479,4.512863,3.115455,-0.359189,-0.498466,0.259007
A,26,28,41,34,16,-3.907479,4.512863,3.115455,-0.359189,-0.498466,0.259007
A,25,28,39,37,16,-3.907479,4.512863,3.115455,-0.359189,-0.498466,0.259007
A,25,28,40,37,16,-3.907479,4.512863,3.115455,-0.359189,-0.498466,0.259007
A,26,26,38,38,16,-3.907479,4.512863,3.115455,-0.359189,-0.498466,0.259007
A,25,29,39,36,16,-3.907479,4.512863,3.115455,-0.359189,-0.498466,0.259007
A,25,28,40,37,17,-3.907479,4.512863,3.115455,-0.359189,-0.498466,0.259007
A,25,28,40,36,17,-3.907479,4.512863,3.115455,-0.359189,-0.498466,0.259007
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,24,23,34,31,13,-3.863212,6.51087,7.462018,0.509462,0.278555,0.541227
A,24,25,35,30,14,-3.863212,6.51087,7.462018,0.509462,0.278555,0.541227
A,24,25,35,32,14,-3.863212,6.51087,7.462018,0.509462,0.278555,0.541227
A,24,25,32,32,15,-3.863212,6.51087,7.462018,0.509462,0.278555,0.541227
A,23,26,35,32,14,-3.863212,6.51087,7.462018,0.509462,0.278555,0.541227
A,24,24,35,31,14,-3.863212,6.51087,7.462018,0.509462,0.278555,0.541227
A,24,24,32,32,14,-3.863212,6.51087,7.462018,0.509462,0.278555,0.541227
A,24,24,36,32,14,-3.863212,6.51087,7.462018,0.509462,0.278555,0.541227
A,24,25,36,31,15,-3.863212,6.51087,7.462018,0.509462,0.278555,0.541227
A,23,25,35,31,14,-3.863212,6.51087,7.462018,0.509462,0.278555,0.541227
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,23,24,34,29,14,0.960718,3.841677,6.317052,0.291994,-4.159992,0.012217
A,23,26,35,31,14,0.960718,3.841677,6.317052,0.291994,-4.159992,0.012217
A,23,24,36,31,12,0.960718,3.841677,6.317052,0.291994,-4.159992,0.012217
A,23,25,34,32,15,0.960718,3.841677,6.317052,0.291994,-4.159992,0.012217
A,23,26,32,31,14,0.960718,3.841677,6.317052,0.291994,-4.159992,0.012217
A,23,26,34,29,14,0.960718,3.841677,6.317052,0.291994,-4.159992,0.012217
A,22,25,36,29,14,0.960718,3.841677,6.317052,0.291994,-4.159992,0.012217
A,23,25,35,32,13,0.960718,3.841677,6.317052,0.291994,-4.159992,0.012217
A,23,26,35,32,14,0.960718,3.841677,6.317052,0.291994,-4.159992,0.012217
A,22,24,36,31,14,0.960718,3.841677,6.317052,0.291994,-4.159992,0.012217
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,12,18,30,27,12,-0.104088,9.399008,7.604391,1.076344,0.513127,1.105666
A,7,15,26,18,11,-0.104088,9.399008,7.604391,1.076344,0.513127,1.105666
A,6,16,26,20,12,-0.104088,9.399008,7.604391,1.076344,0.513127,1.105666
A,5,16,26,18,12,-0.104088,9.399008,7.604391,1.076344,0.513127,1.105666
A,5,17,26,20,12,-0.104088,9.399008,7.604391,1.076344,0.513127,1.105666
A,5,16,26,21,12,-0.104088,9.399008,7.604391,1.076344,0.513127,1.105666
A,5,15,28,21,13,-0.104088,9.399008,7.604391,1.076344,0.513127,1.105666
A,5,16,26,20,12,-0.104088,9.399008,7.604391,1.076344,0.513127,1.105666
A,6,15,28,19,12,-0.104088,9.399008,7.604391,1.076344,0.513127,1.105666
A,6,17,26,19,11,-0.104088,9.399008,7.604391,1.076344,0.513127,1.105666
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,22,15,26,20,11,5.465207,5.012963,2.303092,0.285885,0.54367,1.395216
A,29,17,26,21,12,5.465207,5.012963,2.303092,0.285885,0.54367,1.395216
A,34,15,26,21,11,5.465207,5.012963,2.303092,0.285885,0.54367,1.395216
A,37,16,24,18,11,5.465207,5.012963,2.303092,0.285885,0.54367,1.395216
A,36,15,27,20,12,5.465207,5.012963,2.303092,0.285885,0.54367,1.395216
A,35,16,23,21,11,5.465207,5.012963,2.303092,0.285885,0.54367,1.395216
A,35,16,25,22,12,5.465207,5.012963,2.303092,0.285885,0.54367,1.395216
A,34,15,27,21,12,5.465207,5.012963,2.303092,0.285885,0.54367,1.395216
A,34,15,27,21,12,5.465207,5.012963,2.303092,0.285885,0.54367,1.395216
A,33,16,27,18,11,5.465207,5.012963,2.303092,0.285885,0.54367,1.395216
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,30,46,52,42,17,5.673382,9.409776,6.771688,0.163712,-0.051313,-0.549779
A,28,46,53,42,17,5.673382,9.409776,6.771688,0.163712,-0.051313,-0.549779
A,27,45,54,43,18,5.673382,9.409776,6.771688,0.163712,-0.051313,-0.549779
A,26,45,52,43,17,5.673382,9.409776,6.771688,0.163712,-0.051313,-0.549779
A,28,44,53,43,18,5.673382,9.409776,6.771688,0.163712,-0.051313,-0.549779
A,26,44,51,43,17,5.673382,9.409776,6.771688,0.163712,-0.051313,-0.549779
A,29,43,51,43,17,5.673382,9.409776,6.771688,0.163712,-0.051313,-0.549779
A,27,43,50,42,17,5.673382,9.409776,6.771688,0.163712,-0.051313,-0.549779
A,28,43,51,43,17,5.673382,9.409776,6.771688,0.163712,-0.051313,-0.549779
A,28,42,49,43,16,5.673382,9.409776,6.771688,0.163712,-0.051313,-0.549779
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,23,38,46,40,16,2.720639,13.53859,3.924229,0.963945,2.559525,-0.304211
A,23,38,46,40,17,2.720639,13.53859,3.924229,0.963945,2.559525,-0.304211
A,23,38,46,39,16,2.720639,13.53859,3.924229,0.963945,2.559525,-0.304211
A,23,38,45,38,15,2.720639,13.53859,3.924229,0.963945,2.559525,-0.304211
A,23,39,45,41,15,2.720639,13.53859,3.924229,0.963945,2.559525,-0.304211
A,23,36,44,38,15,2.720639,13.53859,3.924229,0.963945,2.559525,-0.304211
A,24,37,46,39,13,2.720639,13.53859,3.924229,0.963945,2.559525,-0.304211
A,23,38,46,40,15,2.720639,13.53859,3.924229,0.963945,2.559525,-0.304211
A,24,39,45,36,15,2.720639,13.53859,3.924229,0.963945,2.559525,-0.304211
A,23,37,46,39,16,2.720639,13.53859,3.924229,0.963945,2.559525,-0.304211
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,24,33,40,35,16,-1.18684,9.219546,-2.524428,-0.38118,0.085521,0.021991
A,24,32,37,34,15,-1.18684,9.219546,-2.524428,-0.38118,0.085521,0.021991
A,23,31,36,33,15,-1.18684,9.219546,-2.524428,-0.38118,0.085521,0.021991
A,23,31,37,36,15,-1.18684,9.219546,-2.524428,-0.38118,0.085521,0.021991
A,23,32,36,34,15,-1.18684,9.219546,-2.524428,-0.38118,0.085521,0.021991
A,23,31,36,36,15,-1.18684,9.219546,-2.524428,-0.38118,0.085521,0.021991
A,22,33,37,33,13,-1.18684,9.219546,-2.524428,-0.38118,0.085521,0.021991
A,23,32,36,31,15,-1.18684,9.219546,-2.524428,-0.38118,0.085521,0.021991
A,23,31,34,34,16,-1.18684,9.219546,-2.524428,-0.38118,0.085521,0.021991
A,23,32,35,34,16,-1.18684,9.219546,-2.524428,-0.38118,0.085521,0.021991
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,18,28,40,33,16,2.524428,8.946765,5.065606,-0.136834,-0.939511,0.307876
A,18,28,37,33,15,2.524428,8.946765,5.065606,-0.136834,-0.939511,0.307876
A,18,27,37,35,15,2.524428,8.946765,5.065606,-0.136834,-0.939511,0.307876
A,18,27,38,33,16,2.524428,8.946765,5.065606,-0.136834,-0.939511,0.307876
A,18,27,38,34,16,2.524428,8.946765,5.065606,-0.136834,-0.939511,0.307876
A,18,27,36,34,15,2.524428,8.946765,5.065606,-0.136834,-0.939511,0.307876
A,18,26,36,32,16,2.524428,8.946765,5.065606,-0.136834,-0.939511,0.307876
A,18,27,37,32,15,2.524428,8.946765,5.065606,-0.136834,-0.939511,0.307876
A,17,26,36,32,13,2.524428,8.946765,5.065606,-0.136834,-0.939511,0.307876
A,17,27,37,32,14,2.524428,8.946765,5.065606,-0.136834,-0.939511,0.307876
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,18,26,38,32,11,3.59043,7.87119,3.462414,-0.064752,-0.277333,-0.040317
A,18,26,37,31,13,3.59043,7.87119,3.462414,-0.064752,-0.277333,-0.040317
A,18,27,40,33,11,3.59043,7.87119,3.462414,-0.064752,-0.277333,-0.040317
A,18,28,38,33,13,3.59043,7.87119,3.462414,-0.064752,-0.277333,-0.040317
A,18,27,40,33,14,3.59043,7.87119,3.462414,-0.064752,-0.277333,-0.040317
A,17,28,40,33,13,3.59043,7.87119,3.462414,-0.064752,-0.277333,-0.040317
A,16,28,38,33,13,3.59043,7.87119,3.462414,-0.064752,-0.277333,-0.040317
A,18,28,34,32,13,3.59043,7.87119,3.462414,-0.064752,-0.277333,-0.040317
A,18,29,37,35,13,3.59043,7.87119,3.462414,-0.064752,-0.277333,-0.040317
A,18,28,37,31,13,3.59043,7.87119,3.462414,-0.064752,-0.277333,-0.040317
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,15,27,38,34,14,2.37368,7.799405,5.012963,-0.001222,0.009774,-0.020769
A,15,27,40,34,14,2.37368,7.799405,5.012963,-0.001222,0.009774,-0.020769
A,15,25,38,31,14,2.37368,7.799405,5.012963,-0.001222,0.009774,-0.020769
A,15,27,38,32,14,2.37368,7.799405,5.012963,-0.001222,0.009774,-0.020769
A,15,26,37,34,14,2.37368,7.799405,5.012963,-0.001222,0.009774,-0.020769
A,15,28,37,33,12,2.37368,7.799405,5.012963,-0.001222,0.009774,-0.020769
A,14,27,39,33,14,2.37368,7.799405,5.012963,-0.001222,0.009774,-0.020769
A,15,27,39,34,15,2.37368,7.799405,5.012963,-0.001222,0.009774,-0.020769
A,14,25,38,35,14,2.37368,7.799405,5.012963,-0.001222,0.009774,-0.020769
A,14,27,38,34,14,2.37368,7.799405,5.012963,-0.001222,0.009774,-0.020769
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,14,26,39,32,13,1.064806,7.689335,-5.101498,0.293215,0.719599,0.238237
A,15,26,38,32,13,1.064806,7.689335,-5.101498,0.293215,0.719599,0.238237
A,15,26,38,33,14,1.064806,7.689335,-5.101498,0.293215,0.719599,0.238237
A,15,27,37,33,12,1.064806,7.689335,-5.101498,0.293215,0.719599,0.238237
A,15,24,38,34,14,1.064806,7.689335,-5.101498,0.293215,0.719599,0.238237
A,15,26,38,33,14,1.064806,7.689335,-5.101498,0.293215,0.719599,0.238237
A,14,26,39,31,14,1.064806,7.689335,-5.101498,0.293215,0.719599,0.238237
A,14,27,40,30,14,1.064806,7.689335,-5.101498,0.293215,0.719599,0.238237
A,13,27,38,33,14,1.064806,7.689335,-5.101498,0.293215,0.719599,0.238237
A,15,26,38,34,14,1.064806,7.689335,-5.101498,0.293215,0.719599,0.238237
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,15,24,29,28,11,-1.18684,8.447861,-3.626323,0.684169,-0.036652,-0.583987
A,15,23,32,28,13,-1.18684,8.447861,-3.626323,0.684169,-0.036652,-0.583987
A,16,23,32,26,11,-1.18684,8.447861,-3.626323,0.684169,-0.036652,-0.583987
A,16,24,31,25,11,-1.18684,8.447861,-3.626323,0.684169,-0.036652,-0.583987
A,19,23,29,25,12,-1.18684,8.447861,-3.626323,0.684169,-0.036652,-0.583987
A,17,22,32,25,12,-1.18684,8.447861,-3.626323,0.684169,-0.036652,-0.583987
A,15,23,29,24,11,-1.18684,8.447861,-3.626323,0.684169,-0.036652,-0.583987
A,15,21,26,24,12,-1.18684,8.447861,-3.626323,0.684169,-0.036652,-0.583987
A,14,22,29,21,11,-1.18684,8.447861,-3.626323,0.684169,-0.036652,-0.583987
A,15,21,26,24,10,-1.18684,8.447861,-3.626323,0.684169,-0.036652,-0.583987
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,15,25,37,30,11,5.570491,5.62074,5.28096,0.252898,-0.009774,0.064752
A,16,25,36,29,10,5.570491,5.62074,5.28096,0.252898,-0.009774,0.064752
A,16,25,38,27,11,5.570491,5.62074,5.28096,0.252898,-0.009774,0.064752
A,15,25,36,29,11,5.570491,5.62074,5.28096,0.252898,-0.009774,0.064752
A,16,25,37,31,11,5.570491,5.62074,5.28096,0.252898,-0.009774,0.064752
A,16,24,35,29,11,5.570491,5.62074,5.28096,0.252898,-0.009774,0.064752
A,15,25,36,30,11,5.570491,5.62074,5.28096,0.252898,-0.009774,0.064752
A,15,25,36,27,11,5.570491,5.62074,5.28096,0.252898,-0.009774,0.064752
A,15,23,36,27,11,5.570491,5.62074,5.28096,0.252898,-0.009774,0.064752
A,15,25,34,29,11,5.570491,5.62074,5.28096,0.252898,-0.009774,0.064752
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,17,27,37,30,12,-2.65364,7.792227,-2.724229,-0.167377,0.034208,0.045204
A,17,26,40,31,12,-2.65364,7.792227,-2.724229,-0.167377,0.034208,0.045204
A,16,27,38,32,12,-2.65364,7.792227,-2.724229,-0.167377,0.034208,0.045204
A,16,26,34,31,12,-2.65364,7.792227,-2.724229,-0.167377,0.034208,0.045204
A,16,26,40,31,12,-2.65364,7.792227,-2.724229,-0.167377,0.034208,0.045204
A,16,26,40,31,11,-2.65364,7.792227,-2.724229,-0.167377,0.034208,0.045204
A,16,24,37,31,12,-2.65364,7.792227,-2.724229,-0.167377,0.034208,0.045204
A,16,26,38,30,12,-2.65364,7.792227,-2.724229,-0.167377,0.034208,0.045204
A,16,25,38,30,12,-2.65364,7.792227,-2.724229,-0.167377,0.034208,0.045204
A,15,26,36,30,12,-2.65364,7.792227,-2.724229,-0.167377,0.034208,0.045204
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,16,26,37,28,12,-1.411765,9.280562,1.89033,0.133169,0.062308,-0.228464
A,16,26,37,30,12,-1.411765,9.280562,1.89033,0.133169,0.062308,-0.228464
A,16,26,39,30,11,-1.411765,9.280562,1.89033,0.133169,0.062308,-0.228464
A,16,24,36,30,9,-1.411765,9.280562,1.89033,0.133169,0.062308,-0.228464
A,16,24,36,29,9,-1.411765,9.280562,1.89033,0.133169,0.062308,-0.228464
A,16,25,37,30,11,-1.411765,9.280562,1.89033,0.133169,0.062308,-0.228464
A,17,26,38,29,11,-1.411765,9.280562,1.89033,0.133169,0.062308,-0.228464
A,17,26,37,30,11,-1.411765,9.280562,1.89033,0.133169,0.062308,-0.228464
A,16,26,36,30,11,-1.411765,9.280562,1.89033,0.133169,0.062308,-0.228464
A,16,24,36,31,11,-1.411765,9.280562,1.89033,0.133169,0.062308,-0.228464
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,18,26,37,29,11,-2.925226,-0.817149,12.387643,-0.574213,-0.017104,-0.178373
A,18,26,33,30,11,-2.925226,-0.817149,12.387643,-0.574213,-0.017104,-0.178373
A,18,27,37,30,11,-2.925226,-0.817149,12.387643,-0.574213,-0.017104,-0.178373
A,18,25,35,29,11,-2.925226,-0.817149,12.387643,-0.574213,-0.017104,-0.178373
A,18,26,37,27,11,-2.925226,-0.817149,12.387643,-0.574213,-0.017104,-0.178373
A,18,27,36,29,11,-2.925226,-0.817149,12.387643,-0.574213,-0.017104,-0.178373
A,17,27,34,30,10,-2.925226,-0.817149,12.387643,-0.574213,-0.017104,-0.178373
A,18,25,36,31,11,-2.925226,-0.817149,12.387643,-0.574213,-0.017104,-0.178373
A,18,26,35,27,11,-2.925226,-0.817149,12.387643,-0.574213,-0.017104,-0.178373
A,17,26,34,29,12,-2.925226,-0.817149,12.387643,-0.574213,-0.017104,-0.178373
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,19,25,34,31,11,-7.424929,4.610969,5.223532,-0.030543,0.172264,-0.09896
A,19,25,33,30,12,-7.424929,4.610969,5.223532,-0.030543,0.172264,-0.09896
A,18,25,36,29,11,-7.424929,4.610969,5.223532,-0.030543,0.172264,-0.09896
A,18,26,35,30,11,-7.424929,4.610969,5.223532,-0.030543,0.172264,-0.09896
A,18,23,36,30,11,-7.424929,4.610969,5.223532,-0.030543,0.172264,-0.09896
A,18,26,35,31,11,-7.424929,4.610969,5.223532,-0.030543,0.172264,-0.09896
A,18,26,36,29,11,-7.424929,4.610969,5.223532,-0.030543,0.172264,-0.09896
A,18,25,36,30,9,-7.424929,4.610969,5.223532,-0.030543,0.172264,-0.09896
A,18,24,35,31,11,-7.424929,4.610969,5.223532,-0.030543,0.172264,-0.09896
A,18,25,35,30,12,-7.424929,4.610969,5.223532,-0.030543,0.172264,-0.09896
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,22,25,35,30,11,-7.022934,6.489336,-1.799403,-0.338419,1.134988,-0.021991
A,21,26,35,29,12,-7.022934,6.489336,-1.799403,-0.338419,1.134988,-0.021991
A,19,25,35,29,9,-7.022934,6.489336,-1.799403,-0.338419,1.134988,-0.021991
A,19,24,35,30,12,-7.022934,6.489336,-1.799403,-0.338419,1.134988,-0.021991
A,20,25,36,29,10,-7.022934,6.489336,-1.799403,-0.338419,1.134988,-0.021991
A,20,25,36,29,11,-7.022934,6.489336,-1.799403,-0.338419,1.134988,-0.021991
A,18,25,36,29,10,-7.022934,6.489336,-1.799403,-0.338419,1.134988,-0.021991
A,18,24,35,29,11,-7.022934,6.489336,-1.799403,-0.338419,1.134988,-0.021991
A,19,26,34,26,11,-7.022934,6.489336,-1.799403,-0.338419,1.134988,-0.021991
A,20,27,32,29,11,-7.022934,6.489336,-1.799403,-0.338419,1.134988,-0.021991
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,19,25,34,30,10,-8.013563,1.271785,12.593426,-2.001194,-0.03543,-1.050688
A,19,25,35,29,11,-8.013563,1.271785,12.593426,-2.001194,-0.03543,-1.050688
A,20,26,34,29,11,-8.013563,1.271785,12.593426,-2.001194,-0.03543,-1.050688
A,20,25,34,30,10,-8.013563,1.271785,12.593426,-2.001194,-0.03543,-1.050688
A,18,26,33,29,11,-8.013563,1.271785,12.593426,-2.001194,-0.03543,-1.050688
A,19,26,34,29,11,-8.013563,1.271785,12.593426,-2.001194,-0.03543,-1.050688
A,19,26,34,29,11,-8.013563,1.271785,12.593426,-2.001194,-0.03543,-1.050688
A,21,26,34,28,8,-8.013563,1.271785,12.593426,-2.001194,-0.03543,-1.050688
A,20,26,35,29,10,-8.013563,1.271785,12.593426,-2.001194,-0.03543,-1.050688
A,19,25,32,29,12,-8.013563,1.271785,12.593426,-2.001194,-0.03543,-1.050688
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,19,25,34,29,11,-4.869394,6.985846,2.10688,-0.268781,-0.122173,0.133169
A,20,25,35,29,11,-4.869394,6.985846,2.10688,-0.268781,-0.122173,0.133169
A,20,25,35,28,11,-4.869394,6.985846,2.10688,-0.268781,-0.122173,0.133169
A,20,26,31,29,11,-4.869394,6.985846,2.10688,-0.268781,-0.122173,0.133169
A,19,26,32,28,11,-4.869394,6.985846,2.10688,-0.268781,-0.122173,0.133169
A,20,25,30,28,8,-4.869394,6.985846,2.10688,-0.268781,-0.122173,0.133169
A,20,25,35,29,11,-4.869394,6.985846,2.10688,-0.268781,-0.122173,0.133169
A,20,25,34,28,8,-4.869394,6.985846,2.10688,-0.268781,-0.122173,0.133169
A,20,25,33,27,10,-4.869394,6.985846,2.10688,-0.268781,-0.122173,0.133169
A,22,25,36,29,11,-4.869394,6.985846,2.10688,-0.268781,-0.122173,0.133169
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,20,25,33,29,11,-5.297709,4.865805,5.536992,1.021367,1.298699,-0.228464
A,20,26,32,28,8,-5.297709,4.865805,5.536992,1.021367,1.298699,-0.228464
A,20,25,34,29,10,-5.297709,4.865805,5.536992,1.021367,1.298699,-0.228464
A,21,25,34,28,11,-5.297709,4.865805,5.536992,1.021367,1.298699,-0.228464
A,20,25,33,28,10,-5.297709,4.865805,5.536992,1.021367,1.298699,-0.228464
A,21,26,34,28,9,-5.297709,4.865805,5.536992,1.021367,1.298699,-0.228464
A,20,25,34,29,10,-5.297709,4.865805,5.536992,1.021367,1.298699,-0.228464
A,19,24,34,29,10,-5.297709,4.865805,5.536992,1.021367,1.298699,-0.228464
A,19,25,34,25,10,-5.297709,4.865805,5.536992,1.021367,1.298699,-0.228464
A,19,24,32,29,11,-5.297709,4.865805,5.536992,1.021367,1.298699,-0.228464
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
A,20,26,34,28,10,-5.242674,7.645068,5.9007,1.014036,-1.255939,0.175929
A,19,25,34,27,10,-5.242674,7.645068,5.9007,1.014036,-1.255939,0.175929
A,19,25,36,28,9,-5.242674,7.645068,5.9007,1.014036,-1.255939,0.175929
A,19,25,33,29,10,-5.242674,7.645068,5.9007,1.014036,-1.255939,0.175929
A,19,24,33,30,11,-5.242674,7.645068,5.9007,1.014036,-1.255939,0.175929
A,20,26,34,27,10,-5.242674,7.645068,5.9007,1.014036,-1.255939,0.175929
A,19,24,33,30,10,-5.242674,7.645068,5.9007,1.014036,-1.255939,0.175929
A,19,25,33,29,10,-5.242674,7.645068,5.9007,1.014036,-1.255939,0.175929
A,19,25,33,26,11,-5.242674,7.645068,5.9007,1.014036,-1.255939,0.175929
A,20,24,34,30,10,-5.242674,7.645068,5.9007,1.014036,-1.255939,0.175929
Straighten your fingers,,,,,,,,,,,
Recording starts in 2s,,,,,,,,,,,
Do A,,,,,,,,,,,
