label,Thumb,Index,Middle,Ring,Pinky,ax,ay,az,gx,gy,gz
B,50,3,2,2,3,-0.892523,8.525627,2.71705,-0.836885,1.589471,0.004887
B,52,3,3,3,3,-0.892523,8.525627,2.71705,-0.836885,1.589471,0.004887
B,52,3,5,3,4,-0.892523,8.525627,2.71705,-0.836885,1.589471,0.004887
B,52,3,4,1,3,-0.892523,8.525627,2.71705,-0.836885,1.589471,0.004887
B,52,3,5,3,3,-0.892523,8.525627,2.71705,-0.836885,1.589471,0.004887
B,49,3,2,3,4,-0.892523,8.525627,2.71705,-0.836885,1.589471,0.004887
B,49,2,5,4,1,-0.892523,8.525627,2.71705,-0.836885,1.589471,0.004887
B,49,4,5,2,3,-0.892523,8.525627,2.71705,-0.836885,1.589471,0.004887
B,0,0,-1,0,1,4.31067,7.805387,3.820141,0.023213,-0.009774,-0.009774
B,0,0,0,0,1,4.31067,7.805387,3.820141,0.023213,-0.009774,-0.009774
B,1,0,0,1,1,4.31067,7.805387,3.820141,0.023213,-0.009774,-0.009774
B,2,0,0,0,1,4.31067,7.805387,3.820141,0.023213,-0.009774,-0.009774
B,1347,0,0,0,2,4.31067,7.805387,3.820141,0.023213,-0.009774,-0.009774
B,64,3,4,3,5,4.31067,7.805387,3.820141,0.023213,-0.009774,-0.009774
B,62,3,5,3,4,4.31067,7.805387,3.820141,0.023213,-0.009774,-0.009774
B,59,2,4,1,4,4.31067,7.805387,3.820141,0.023213,-0.009774,-0.009774
B,59,4,2,3,4,4.31067,7.805387,3.820141,0.023213,-0.009774,-0.009774
B,59,3,3,3,4,4.31067,7.805387,3.820141,0.023213,-0.009774,-0.009774
B,53,4,4,3,3,-2.29711,8.604589,3.698107,0.032987,0.043982,0.051313
B,52,3,5,3,4,-2.29711,8.604589,3.698107,0.032987,0.043982,0.051313
B,52,3,5,0,4,-2.29711,8.604589,3.698107,0.032987,0.043982,0.051313
B,53,3,4,1,4,-2.29711,8.604589,3.698107,0.032987,0.043982,0.051313
B,53,3,5,2,4,-2.29711,8.604589,3.698107,0.032987,0.043982,0.051313
B,52,3,5,3,4,-2.29711,8.604589,3.698107,0.032987,0.043982,0.051313
B,51,3,4,1,4,-2.29711,8.604589,3.698107,0.032987,0.043982,0.051313
B,52,3,4,3,4,-2.29711,8.604589,3.698107,0.032987,0.043982,0.051313
B,50,3,3,2,3,-2.29711,8.604589,3.698107,0.032987,0.043982,0.051313
B,52,4,4,1,3,-2.29711,8.604589,3.698107,0.032987,0.043982,0.051313
B,53,2,4,2,3,-3.43729,8.242078,5.07757,-0.058643,0.00733,-0.062308
B,53,2,3,0,3,-3.43729,8.242078,5.07757,-0.058643,0.00733,-0.062308
B,52,2,3,2,3,-3.43729,8.242078,5.07757,-0.058643,0.00733,-0.062308
B,51,2,3,2,4,-3.43729,8.242078,5.07757,-0.058643,0.00733,-0.062308
B,52,2,3,2,1,-3.43729,8.242078,5.07757,-0.058643,0.00733,-0.062308
B,49,2,3,0,3,-3.43729,8.242078,5.07757,-0.058643,0.00733,-0.062308
B,51,2,3,4,3,-3.43729,8.242078,5.07757,-0.058643,0.00733,-0.062308
B,52,3,3,3,3,-3.43729,8.242078,5.07757,-0.058643,0.00733,-0.062308
B,52,2,3,0,3,-3.43729,8.242078,5.07757,-0.058643,0.00733,-0.062308
B,50,2,4,3,3,-3.43729,8.242078,5.07757,-0.058643,0.00733,-0.062308
B,42,7,6,6,5,-1.993221,8.785248,2.836691,-0.067195,0.09163,0.065973
B,41,7,6,4,5,-1.993221,8.785248,2.836691,-0.067195,0.09163,0.065973
B,40,7,6,4,5,-1.993221,8.785248,2.836691,-0.067195,0.09163,0.065973
B,40,7,7,6,5,-1.993221,8.785248,2.836691,-0.067195,0.09163,0.065973
B,39,8,6,5,5,-1.993221,8.785248,2.836691,-0.067195,0.09163,0.065973
B,39,8,8,6,6,-1.993221,8.785248,2.836691,-0.067195,0.09163,0.065973
B,39,8,8,6,6,-1.993221,8.785248,2.836691,-0.067195,0.09163,0.065973
B,40,8,11,6,6,-1.993221,8.785248,2.836691,-0.067195,0.09163,0.065973
B,41,8,11,6,7,-1.993221,8.785248,2.836691,-0.067195,0.09163,0.065973
B,42,9,10,7,6,-1.993221,8.785248,2.836691,-0.067195,0.09163,0.065973
B,34,0,1,2,2,-3.224329,8.429914,3.762714,-0.318872,-0.701273,-0.775799
B,8,0,1,0,1,-3.224329,8.429914,3.762714,-0.318872,-0.701273,-0.775799
B,6,0,1,2,2,-3.224329,8.429914,3.762714,-0.318872,-0.701273,-0.775799
B,7,1,0,0,1,-3.224329,8.429914,3.762714,-0.318872,-0.701273,-0.775799
B,29,0,2,1,4,-3.224329,8.429914,3.762714,-0.318872,-0.701273,-0.775799
B,57,2,5,3,4,-3.224329,8.429914,3.762714,-0.318872,-0.701273,-0.775799
B,64,3,4,3,4,-3.224329,8.429914,3.762714,-0.318872,-0.701273,-0.775799
B,62,3,5,1,4,-3.224329,8.429914,3.762714,-0.318872,-0.701273,-0.775799
B,59,5,4,4,5,-3.224329,8.429914,3.762714,-0.318872,-0.701273,-0.775799
B,59,5,5,4,5,-3.224329,8.429914,3.762714,-0.318872,-0.701273,-0.775799
B,52,4,6,4,5,-1.757528,8.579466,3.836891,-0.023213,0.0562,0
B,51,4,3,3,4,-1.757528,8.579466,3.836891,-0.023213,0.0562,0
B,49,3,6,4,4,-1.757528,8.579466,3.836891,-0.023213,0.0562,0
B,47,4,5,4,4,-1.757528,8.579466,3.836891,-0.023213,0.0562,0
B,46,3,4,3,4,-1.757528,8.579466,3.836891,-0.023213,0.0562,0
B,48,3,6,3,5,-1.757528,8.579466,3.836891,-0.023213,0.0562,0
B,48,4,5,3,5,-1.757528,8.579466,3.836891,-0.023213,0.0562,0
B,49,4,6,4,5,-1.757528,8.579466,3.836891,-0.023213,0.0562,0
B,49,3,5,3,3,-1.757528,8.579466,3.836891,-0.023213,0.0562,0
B,51,4,5,3,3,-1.757528,8.579466,3.836891,-0.023213,0.0562,0
B,48,3,5,4,4,-1.883151,8.999406,2.544767,-0.108734,-0.021991,-0.075747
B,48,4,6,4,5,-1.883151,8.999406,2.544767,-0.108734,-0.021991,-0.075747
B,48,4,4,3,3,-1.883151,8.999406,2.544767,-0.108734,-0.021991,-0.075747
B,48,4,5,4,4,-1.883151,8.999406,2.544767,-0.108734,-0.021991,-0.075747
B,49,4,6,4,4,-1.883151,8.999406,2.544767,-0.108734,-0.021991,-0.075747
B,48,4,4,3,5,-1.883151,8.999406,2.544767,-0.108734,-0.021991,-0.075747
B,49,4,5,4,4,-1.883151,8.999406,2.544767,-0.108734,-0.021991,-0.075747
B,48,3,4,3,4,-1.883151,8.999406,2.544767,-0.108734,-0.021991,-0.075747
B,47,3,6,4,2,-1.883151,8.999406,2.544767,-0.108734,-0.021991,-0.075747
B,47,3,3,4,5,-1.883151,8.999406,2.544767,-0.108734,-0.021991,-0.075747
B,47,4,5,4,4,-2.973082,7.847262,3.748357,-0.29688,0.267559,0.714712
B,47,4,5,3,4,-2.973082,7.847262,3.748357,-0.29688,0.267559,0.714712
B,45,4,6,4,4,-2.973082,7.847262,3.748357,-0.29688,0.267559,0.714712
B,47,4,5,3,5,-2.973082,7.847262,3.748357,-0.29688,0.267559,0.714712
B,45,3,4,4,4,-2.973082,7.847262,3.748357,-0.29688,0.267559,0.714712
B,48,4,5,2,4,-2.973082,7.847262,3.748357,-0.29688,0.267559,0.714712
B,47,4,5,4,4,-2.973082,7.847262,3.748357,-0.29688,0.267559,0.714712
B,47,4,3,3,4,-2.973082,7.847262,3.748357,-0.29688,0.267559,0.714712
B,48,4,5,4,4,-2.973082,7.847262,3.748357,-0.29688,0.267559,0.714712
B,47,3,5,4,4,-2.973082,7.847262,3.748357,-0.29688,0.267559,0.714712
B,46,4,4,1,4,-0.472582,8.301898,4.936393,-0.29688,0.215025,0.387289
B,48,4,4,4,4,-0.472582,8.301898,4.936393,-0.29688,0.215025,0.387289
B,44,4,6,3,5,-0.472582,8.301898,4.936393,-0.29688,0.215025,0.387289
B,47,4,5,3,4,-0.472582,8.301898,4.936393,-0.29688,0.215025,0.387289
B,47,2,4,1,4,-0.472582,8.301898,4.936393,-0.29688,0.215025,0.387289
B,47,4,5,1,4,-0.472582,8.301898,4.936393,-0.29688,0.215025,0.387289
B,47,4,6,4,4,-0.472582,8.301898,4.936393,-0.29688,0.215025,0.387289
B,47,4,5,3,4,-0.472582,8.301898,4.936393,-0.29688,0.215025,0.387289
B,47,4,5,4,5,-0.472582,8.301898,4.936393,-0.29688,0.215025,0.387289
B,47,3,5,1,4,-0.472582,8.301898,4.936393,-0.29688,0.215025,0.387289
B,50,6,5,4,5,0.010768,7.942975,5.253442,0.346971,0.394619,0.532674
B,49,4,5,4,3,0.010768,7.942975,5.253442,0.346971,0.394619,0.532674
B,48,4,3,3,2,0.010768,7.942975,5.253442,0.346971,0.394619,0.532674
B,50,5,5,3,5,0.010768,7.942975,5.253442,0.346971,0.394619,0.532674
B,49,5,4,3,5,0.010768,7.942975,5.253442,0.346971,0.394619,0.532674
B,48,3,5,3,3,0.010768,7.942975,5.253442,0.346971,0.394619,0.532674
B,48,4,4,4,4,0.010768,7.942975,5.253442,0.346971,0.394619,0.532674
B,48,4,6,3,4,0.010768,7.942975,5.253442,0.346971,0.394619,0.532674
B,45,4,5,1,4,0.010768,7.942975,5.253442,0.346971,0.394619,0.532674
B,45,4,4,3,5,0.010768,7.942975,5.253442,0.346971,0.394619,0.532674
B,47,5,5,3,4,0.745364,8.315059,5.252246,0.602313,0.207694,0.032987
B,47,5,4,3,5,0.745364,8.315059,5.252246,0.602313,0.207694,0.032987
B,43,5,5,3,3,0.745364,8.315059,5.252246,0.602313,0.207694,0.032987
B,43,4,4,3,4,0.745364,8.315059,5.252246,0.602313,0.207694,0.032987
B,43,4,5,4,4,0.745364,8.315059,5.252246,0.602313,0.207694,0.032987
B,46,4,3,3,4,0.745364,8.315059,5.252246,0.602313,0.207694,0.032987
B,46,4,4,4,4,0.745364,8.315059,5.252246,0.602313,0.207694,0.032987
B,46,4,6,3,4,0.745364,8.315059,5.252246,0.602313,0.207694,0.032987
B,46,4,5,3,4,0.745364,8.315059,5.252246,0.602313,0.207694,0.032987
B,46,4,5,3,4,0.745364,8.315059,5.252246,0.602313,0.207694,0.032987
B,45,4,4,5,4,-1.499103,7.879565,5.345566,-0.020769,-0.00733,-0.025656
B,43,3,3,3,4,-1.499103,7.879565,5.345566,-0.020769,-0.00733,-0.025656
B,45,3,4,3,2,-1.499103,7.879565,5.345566,-0.020769,-0.00733,-0.025656
B,42,2,4,3,3,-1.499103,7.879565,5.345566,-0.020769,-0.00733,-0.025656
B,42,2,3,4,3,-1.499103,7.879565,5.345566,-0.020769,-0.00733,-0.025656
B,42,3,3,1,2,-1.499103,7.879565,5.345566,-0.020769,-0.00733,-0.025656
B,41,2,3,2,3,-1.499103,7.879565,5.345566,-0.020769,-0.00733,-0.025656
B,38,2,3,3,3,-1.499103,7.879565,5.345566,-0.020769,-0.00733,-0.025656
B,39,1,3,2,2,-1.499103,7.879565,5.345566,-0.020769,-0.00733,-0.025656
B,38,1,0,1,2,-1.499103,7.879565,5.345566,-0.020769,-0.00733,-0.025656
B,35,0,0,-1,1,0.112463,8.047063,-0.604188,-0.844216,-0.817338,-0.679282
B,35,0,-2,0,0,0.112463,8.047063,-0.604188,-0.844216,-0.817338,-0.679282
B,35,0,0,-1,0,0.112463,8.047063,-0.604188,-0.844216,-0.817338,-0.679282
B,33,0,0,0,0,0.112463,8.047063,-0.604188,-0.844216,-0.817338,-0.679282
B,37,-1,0,1,0,0.112463,8.047063,-0.604188,-0.844216,-0.817338,-0.679282
B,36,-1,0,0,1,0.112463,8.047063,-0.604188,-0.844216,-0.817338,-0.679282
B,38,0,0,0,0,0.112463,8.047063,-0.604188,-0.844216,-0.817338,-0.679282
B,34,0,0,0,0,0.112463,8.047063,-0.604188,-0.844216,-0.817338,-0.679282
B,36,0,0,0,0,0.112463,8.047063,-0.604188,-0.844216,-0.817338,-0.679282
B,34,0,0,1,1,0.112463,8.047063,-0.604188,-0.844216,-0.817338,-0.679282
B,52,1,3,1,3,-0.363709,9.789038,3.320041,-0.549779,0.714712,1.11544
B,51,2,3,2,3,-0.363709,9.789038,3.320041,-0.549779,0.714712,1.11544
B,47,0,3,3,3,-0.363709,9.789038,3.320041,-0.549779,0.714712,1.11544
B,50,2,3,1,3,-0.363709,9.789038,3.320041,-0.549779,0.714712,1.11544
B,50,2,3,1,3,-0.363709,9.789038,3.320041,-0.549779,0.714712,1.11544
B,49,2,3,0,2,-0.363709,9.789038,3.320041,-0.549779,0.714712,1.11544
B,49,1,3,0,2,-0.363709,9.789038,3.320041,-0.549779,0.714712,1.11544
B,48,1,3,1,3,-0.363709,9.789038,3.320041,-0.549779,0.714712,1.11544
B,48,2,4,3,3,-0.363709,9.789038,3.320041,-0.549779,0.714712,1.11544
B,48,2,2,2,3,-0.363709,9.789038,3.320041,-0.549779,0.714712,1.11544
B,50,6,7,7,5,0.862613,7.774281,5.63749,-0.25412,0.12706,0.184481
B,52,7,7,3,5,0.862613,7.774281,5.63749,-0.25412,0.12706,0.184481
B,52,7,7,6,5,0.862613,7.774281,5.63749,-0.25412,0.12706,0.184481
B,52,7,8,5,6,0.862613,7.774281,5.63749,-0.25412,0.12706,0.184481
B,52,7,6,6,5,0.862613,7.774281,5.63749,-0.25412,0.12706,0.184481
B,52,7,6,6,5,0.862613,7.774281,5.63749,-0.25412,0.12706,0.184481
B,52,7,8,6,5,0.862613,7.774281,5.63749,-0.25412,0.12706,0.184481
