Label,Thumb,Index,Middle,Ring,Pinky,ax,ay,az,gx,gy,gz
B,96,0,0,-2,-1,-3.035296,8.90489,2.260021,0.079412,0.00733,-0.018326
B,94,0,0,-2,-3,-3.035296,8.90489,2.260021,0.079412,0.00733,-0.018326
B,93,-1,-1,-1,0,-3.589234,8.567502,3.025724,-0.265115,0.026878,0.355524
B,93,-1,0,0,-1,-3.589234,8.567502,3.025724,-0.265115,0.026878,0.355524
B,93,-1,-1,0,0,-3.589234,8.567502,3.025724,-0.265115,0.026878,0.355524
B,85,-1,-2,0,0,-3.589234,8.567502,3.025724,-0.265115,0.026878,0.355524
B,90,-1,0,-1,0,-3.589234,8.567502,3.025724,-0.265115,0.026878,0.355524
B,90,-1,-1,-1,0,-3.589234,8.567502,3.025724,-0.265115,0.026878,0.355524
B,87,0,-1,0,0,-3.589234,8.567502,3.025724,-0.265115,0.026878,0.355524
B,87,0,-2,0,0,-3.589234,8.567502,3.025724,-0.265115,0.026878,0.355524
B,86,-1,-1,-1,0,-3.589234,8.567502,3.025724,-0.265115,0.026878,0.355524
B,87,-1,0,0,0,-3.589234,8.567502,3.025724,-0.265115,0.026878,0.355524
B,96,0,1,0,0,-3.148955,8.68475,2.500499,-0.073304,0.018326,0.03543
B,94,-1,0,0,0,-3.148955,8.68475,2.500499,-0.073304,0.018326,0.03543
B,90,0,0,0,0,-3.148955,8.68475,2.500499,-0.073304,0.018326,0.03543
B,96,0,0,0,1,-3.148955,8.68475,2.500499,-0.073304,0.018326,0.03543
B,94,-1,0,0,0,-3.148955,8.68475,2.500499,-0.073304,0.018326,0.03543
B,94,-1,0,0,0,-3.148955,8.68475,2.500499,-0.073304,0.018326,0.03543
B,96,0,1,0,0,-3.148955,8.68475,2.500499,-0.073304,0.018326,0.03543
B,94,-1,0,0,0,-3.148955,8.68475,2.500499,-0.073304,0.018326,0.03543
B,89,-1,0,0,0,-3.148955,8.68475,2.500499,-0.073304,0.018326,0.03543
B,96,-2,0,0,0,-3.148955,8.68475,2.500499,-0.073304,0.018326,0.03543
B,94,-1,0,-1,0,-3.53061,8.512466,2.208575,-0.169821,0.12706,0.320093
B,95,-1,0,0,0,-3.53061,8.512466,2.208575,-0.169821,0.12706,0.320093
B,90,-1,0,0,-1,-3.53061,8.512466,2.208575,-0.169821,0.12706,0.320093
B,93,-1,0,-1,0,-3.53061,8.512466,2.208575,-0.169821,0.12706,0.320093
B,93,-1,0,0,0,-3.53061,8.512466,2.208575,-0.169821,0.12706,0.320093
B,94,0,0,0,0,-3.53061,8.512466,2.208575,-0.169821,0.12706,0.320093
B,94,-1,0,0,0,-3.53061,8.512466,2.208575,-0.169821,0.12706,0.320093
B,93,-1,0,0,0,-3.53061,8.512466,2.208575,-0.169821,0.12706,0.320093
B,90,-1,0,-1,-3,-3.53061,8.512466,2.208575,-0.169821,0.12706,0.320093
B,93,0,0,0,-1,-3.53061,8.512466,2.208575,-0.169821,0.12706,0.320093
B,87,-1,0,-1,0,-3.333202,8.799605,2.475375,-0.222355,-0.008552,0.364076
B,92,-1,0,0,0,-3.333202,8.799605,2.475375,-0.222355,-0.008552,0.364076
B,90,-1,1,0,0,-3.333202,8.799605,2.475375,-0.222355,-0.008552,0.364076
B,92,-1,0,0,0,-3.333202,8.799605,2.475375,-0.222355,-0.008552,0.364076
B,89,0,1,-2,5,-3.333202,8.799605,2.475375,-0.222355,-0.008552,0.364076
B,92,0,1,0,0,-3.333202,8.799605,2.475375,-0.222355,-0.008552,0.364076
B,91,0,0,0,0,-3.333202,8.799605,2.475375,-0.222355,-0.008552,0.364076
B,91,-1,1,0,0,-3.333202,8.799605,2.475375,-0.222355,-0.008552,0.364076
B,88,-1,0,0,0,-3.333202,8.799605,2.475375,-0.222355,-0.008552,0.364076
B,87,-1,0,0,-1,-3.333202,8.799605,2.475375,-0.222355,-0.008552,0.364076
B,86,0,1,0,0,-2.991028,8.530412,2.53041,-0.094073,0.100182,0.084299
B,93,-1,0,0,0,-2.991028,8.530412,2.53041,-0.094073,0.100182,0.084299
B,94,-1,1,0,0,-2.991028,8.530412,2.53041,-0.094073,0.100182,0.084299
B,94,-1,0,-1,0,-2.991028,8.530412,2.53041,-0.094073,0.100182,0.084299
B,90,-1,1,-2,0,-2.991028,8.530412,2.53041,-0.094073,0.100182,0.084299
B,92,-1,0,-1,1,-2.991028,8.530412,2.53041,-0.094073,0.100182,0.084299
B,92,-1,0,0,0,-2.991028,8.530412,2.53041,-0.094073,0.100182,0.084299
B,92,-2,0,0,-2,-2.991028,8.530412,2.53041,-0.094073,0.100182,0.084299
B,89,-1,0,0,-1,-2.991028,8.530412,2.53041,-0.094073,0.100182,0.084299
B,89,-1,0,-1,-1,-2.991028,8.530412,2.53041,-0.094073,0.100182,0.084299
B,94,-1,0,-1,0,-2.457429,8.871389,2.364109,-0.152716,0.041539,0.182038
B,95,-1,1,-2,0,-2.457429,8.871389,2.364109,-0.152716,0.041539,0.182038
B,95,-1,1,-1,-1,-2.457429,8.871389,2.364109,-0.152716,0.041539,0.182038
B,94,-1,0,0,-1,-2.457429,8.871389,2.364109,-0.152716,0.041539,0.182038
B,94,-1,0,0,0,-2.457429,8.871389,2.364109,-0.152716,0.041539,0.182038
B,94,-1,0,0,0,-2.457429,8.871389,2.364109,-0.152716,0.041539,0.182038
B,93,-1,0,-1,-1,-2.457429,8.871389,2.364109,-0.152716,0.041539,0.182038
B,93,-1,0,0,1,-2.457429,8.871389,2.364109,-0.152716,0.041539,0.182038
B,93,-1,0,0,0,-2.457429,8.871389,2.364109,-0.152716,0.041539,0.182038
B,93,-1,-1,0,0,-2.457429,8.871389,2.364109,-0.152716,0.041539,0.182038
B,89,-1,0,-1,0,-3.067599,8.979067,2.98385,-0.274889,0.157603,0.362854
B,93,0,1,0,0,-3.067599,8.979067,2.98385,-0.274889,0.157603,0.362854
B,92,0,0,0,0,-3.067599,8.979067,2.98385,-0.274889,0.157603,0.362854
B,91,0,0,0,0,-3.067599,8.979067,2.98385,-0.274889,0.157603,0.362854
B,84,-1,0,0,0,-3.067599,8.979067,2.98385,-0.274889,0.157603,0.362854
B,90,-1,0,-1,-1,-3.067599,8.979067,2.98385,-0.274889,0.157603,0.362854
B,89,0,0,0,0,-3.067599,8.979067,2.98385,-0.274889,0.157603,0.362854
B,89,0,1,0,0,-3.067599,8.979067,2.98385,-0.274889,0.157603,0.362854
B,90,-1,0,0,-1,-3.067599,8.979067,2.98385,-0.274889,0.157603,0.362854
B,89,0,1,0,0,-3.067599,8.979067,2.98385,-0.274889,0.157603,0.362854
B,93,0,0,0,-3,-2.846263,8.648857,2.200201,-0.144164,0.013439,0.19792
B,92,-2,0,0,0,-2.846263,8.648857,2.200201,-0.144164,0.013439,0.19792
B,92,-1,1,0,-1,-2.846263,8.648857,2.200201,-0.144164,0.013439,0.19792
B,88,0,0,0,0,-2.846263,8.648857,2.200201,-0.144164,0.013439,0.19792
B,90,-1,0,-1,0,-2.846263,8.648857,2.200201,-0.144164,0.013439,0.19792
B,92,0,0,-1,0,-2.846263,8.648857,2.200201,-0.144164,0.013439,0.19792
B,92,-1,1,0,0,-2.846263,8.648857,2.200201,-0.144164,0.013439,0.19792
B,93,-1,0,0,0,-2.846263,8.648857,2.200201,-0.144164,0.013439,0.19792
B,89,-1,0,0,-1,-2.846263,8.648857,2.200201,-0.144164,0.013439,0.19792
B,90,-1,0,-2,0,-2.846263,8.648857,2.200201,-0.144164,0.013439,0.19792
B,91,0,1,-1,-1,-2.531606,8.85823,2.7003,0.052534,0.094073,-0.025656
B,89,-1,1,0,0,-2.531606,8.85823,2.7003,0.052534,0.094073,-0.025656
B,88,-1,1,-1,0,-2.531606,8.85823,2.7003,0.052534,0.094073,-0.025656
B,88,-1,0,0,-3,-2.531606,8.85823,2.7003,0.052534,0.094073,-0.025656
B,88,-1,0,0,1,-2.531606,8.85823,2.7003,0.052534,0.094073,-0.025656
B,88,-1,0,-1,0,-2.531606,8.85823,2.7003,0.052534,0.094073,-0.025656
B,86,-2,-1,0,0,-2.531606,8.85823,2.7003,0.052534,0.094073,-0.025656
B,89,-1,0,0,0,-2.531606,8.85823,2.7003,0.052534,0.094073,-0.025656
B,87,-1,0,-1,0,-2.531606,8.85823,2.7003,0.052534,0.094073,-0.025656
B,87,-1,0,0,1,-2.531606,8.85823,2.7003,0.052534,0.094073,-0.025656
B,94,-1,1,0,0,-3.314059,8.633304,2.87378,-0.150273,0.29688,0.180816
B,94,-1,0,-1,0,-3.314059,8.633304,2.87378,-0.150273,0.29688,0.180816
B,95,-1,0,-2,1,-3.314059,8.633304,2.87378,-0.150273,0.29688,0.180816
B,94,-1,0,0,-1,-3.314059,8.633304,2.87378,-0.150273,0.29688,0.180816
B,96,-2,0,0,-1,-3.314059,8.633304,2.87378,-0.150273,0.29688,0.180816
B,94,-1,-2,0,0,-3.314059,8.633304,2.87378,-0.150273,0.29688,0.180816
B,92,-1,0,-1,0,-3.314059,8.633304,2.87378,-0.150273,0.29688,0.180816
B,93,-1,0,0,-3,-3.314059,8.633304,2.87378,-0.150273,0.29688,0.180816
B,93,-1,0,0,1,-3.314059,8.633304,2.87378,-0.150273,0.29688,0.180816
B,93,-1,0,0,-2,-3.314059,8.633304,2.87378,-0.150273,0.29688,0.180816
B,94,-1,1,-2,-3,-3.071188,8.69791,2.617748,-0.182038,0.233351,0.222355
B,94,-1,0,0,0,-3.071188,8.69791,2.617748,-0.182038,0.233351,0.222355
B,93,-1,0,-1,0,-3.071188,8.69791,2.617748,-0.182038,0.233351,0.222355
B,93,0,0,0,0,-3.071188,8.69791,2.617748,-0.182038,0.233351,0.222355
B,93,-1,0,0,-1,-3.071188,8.69791,2.617748,-0.182038,0.233351,0.222355
B,90,0,0,-1,1,-3.071188,8.69791,2.617748,-0.182038,0.233351,0.222355
B,90,0,0,-1,-1,-3.071188,8.69791,2.617748,-0.182038,0.233351,0.222355
B,90,-1,0,0,0,-3.071188,8.69791,2.617748,-0.182038,0.233351,0.222355
B,89,-1,0,0,0,-3.071188,8.69791,2.617748,-0.182038,0.233351,0.222355
B,88,-1,0,0,-2,-3.071188,8.69791,2.617748,-0.182038,0.233351,0.222355
B,94,-1,0,0,0,-3.409772,8.907282,2.785245,-0.313985,0.568105,0.37385
B,92,-1,0,0,-3,-3.409772,8.907282,2.785245,-0.313985,0.568105,0.37385
B,94,-1,1,0,-2,-3.409772,8.907282,2.785245,-0.313985,0.568105,0.37385
B,93,-1,0,-1,1,-3.409772,8.907282,2.785245,-0.313985,0.568105,0.37385
B,93,-1,0,0,0,-3.409772,8.907282,2.785245,-0.313985,0.568105,0.37385
B,93,-1,0,-1,0,-3.409772,8.907282,2.785245,-0.313985,0.568105,0.37385
B,92,-1,0,0,-1,-3.409772,8.907282,2.785245,-0.313985,0.568105,0.37385
B,92,-1,0,-1,1,-3.409772,8.907282,2.785245,-0.313985,0.568105,0.37385
B,90,-1,0,0,0,-3.409772,8.907282,2.785245,-0.313985,0.568105,0.37385
B,93,0,0,0,0,-3.409772,8.907282,2.785245,-0.313985,0.568105,0.37385
B,85,0,0,0,0,-3.524628,8.385648,3.646662,-0.204029,0.411723,0.348193
B,91,-1,1,0,0,-3.524628,8.385648,3.646662,-0.204029,0.411723,0.348193
B,88,-1,0,0,0,-3.524628,8.385648,3.646662,-0.204029,0.411723,0.348193
B,88,-1,1,0,0,-3.524628,8.385648,3.646662,-0.204029,0.411723,0.348193
B,89,-1,0,0,0,-3.524628,8.385648,3.646662,-0.204029,0.411723,0.348193
B,88,-2,0,0,-1,-3.524628,8.385648,3.646662,-0.204029,0.411723,0.348193
B,84,-1,0,-1,0,-3.524628,8.385648,3.646662,-0.204029,0.411723,0.348193
B,88,0,0,0,0,-3.524628,8.385648,3.646662,-0.204029,0.411723,0.348193
B,89,-1,0,0,0,-3.524628,8.385648,3.646662,-0.204029,0.411723,0.348193
B,87,-2,0,0,0,-3.524628,8.385648,3.646662,-0.204029,0.411723,0.348193
B,93,-1,0,0,0,-3.028117,8.441879,2.554338,-0.32498,-0.288328,0.153938
B,93,0,1,-1,0,-3.028117,8.441879,2.554338,-0.32498,-0.288328,0.153938
B,92,-1,0,-1,0,-3.028117,8.441879,2.554338,-0.32498,-0.288328,0.153938
B,92,-1,1,-2,0,-3.028117,8.441879,2.554338,-0.32498,-0.288328,0.153938
B,92,-1,0,0,0,-3.028117,8.441879,2.554338,-0.32498,-0.288328,0.153938
B,91,-2,0,0,1,-3.028117,8.441879,2.554338,-0.32498,-0.288328,0.153938
B,89,0,0,-1,0,-3.028117,8.441879,2.554338,-0.32498,-0.288328,0.153938
B,89,-1,0,0,0,-3.028117,8.441879,2.554338,-0.32498,-0.288328,0.153938
B,92,-1,0,0,-1,-3.028117,8.441879,2.554338,-0.32498,-0.288328,0.153938
B,89,-1,0,-1,0,-3.028117,8.441879,2.554338,-0.32498,-0.288328,0.153938
B,90,-2,0,0,0,-3.026921,8.76132,2.559124,-0.041539,0.062308,0.040317
B,88,-1,0,-1,1,-3.026921,8.76132,2.559124,-0.041539,0.062308,0.040317
B,93,-1,0,-1,0,-3.026921,8.76132,2.559124,-0.041539,0.062308,0.040317
B,93,-1,1,-2,0,-3.026921,8.76132,2.559124,-0.041539,0.062308,0.040317
B,92,-1,0,0,-2,-3.026921,8.76132,2.559124,-0.041539,0.062308,0.040317
B,92,-1,0,-1,0,-3.026921,8.76132,2.559124,-0.041539,0.062308,0.040317
B,90,-1,0,0,0,-3.026921,8.76132,2.559124,-0.041539,0.062308,0.040317
B,90,-1,1,-2,0,-3.026921,8.76132,2.559124,-0.041539,0.062308,0.040317
B,91,-2,0,0,-1,-3.026921,8.76132,2.559124,-0.041539,0.062308,0.040317
B,91,-1,0,0,1,-3.026921,8.76132,2.559124,-0.041539,0.062308,0.040317
B,92,-1,1,0,0,-2.084148,9.012567,1.817349,-0.074526,-0.054978,0.003665
B,90,0,0,0,-3,-2.084148,9.012567,1.817349,-0.074526,-0.054978,0.003665
B,91,0,0,0,0,-2.084148,9.012567,1.817349,-0.074526,-0.054978,0.003665
B,89,-1,1,0,-2,-2.084148,9.012567,1.817349,-0.074526,-0.054978,0.003665
B,86,-1,0,-1,0,-2.084148,9.012567,1.817349,-0.074526,-0.054978,0.003665
B,89,-1,0,0,0,-2.084148,9.012567,1.817349,-0.074526,-0.054978,0.003665
B,91,-1,1,0,0,-2.084148,9.012567,1.817349,-0.074526,-0.054978,0.003665
B,88,-1,1,0,11,-2.084148,9.012567,1.817349,-0.074526,-0.054978,0.003665
B,92,0,0,0,1,-2.084148,9.012567,1.817349,-0.074526,-0.054978,0.003665
B,88,-1,1,0,-3,-2.084148,9.012567,1.817349,-0.074526,-0.054978,0.003665
B,88,-1,0,-1,-3,-2.95394,8.670394,2.499303,0.001222,-0.019548,0
B,88,-1,1,-1,0,-2.95394,8.670394,2.499303,0.001222,-0.019548,0
B,88,-1,1,0,1,-2.95394,8.670394,2.499303,0.001222,-0.019548,0
B,87,-1,0,0,0,-2.95394,8.670394,2.499303,0.001222,-0.019548,0
B,86,-1,0,0,0,-2.95394,8.670394,2.499303,0.001222,-0.019548,0
B,85,-1,0,0,0,-2.95394,8.670394,2.499303,0.001222,-0.019548,0
B,80,-1,0,-1,0,-2.95394,8.670394,2.499303,0.001222,-0.019548,0
B,85,0,1,0,0,-2.95394,8.670394,2.499303,0.001222,-0.019548,0
B,84,-1,0,-2,0,-2.95394,8.670394,2.499303,0.001222,-0.019548,0
B,85,-1,0,0,0,-2.95394,8.670394,2.499303,0.001222,-0.019548,0
B,93,-1,0,0,0,-2.819942,8.626126,3.255435,-0.142942,0.210138,0.079412
B,93,-1,0,0,0,-2.819942,8.626126,3.255435,-0.142942,0.210138,0.079412
B,92,-1,0,0,1,-2.819942,8.626126,3.255435,-0.142942,0.210138,0.079412
B,91,0,-1,-1,0,-2.819942,8.626126,3.255435,-0.142942,0.210138,0.079412
B,93,-1,0,0,-1,-2.819942,8.626126,3.255435,-0.142942,0.210138,0.079412
B,89,-1,1,0,0,-2.819942,8.626126,3.255435,-0.142942,0.210138,0.079412
B,86,-1,0,0,-1,-2.819942,8.626126,3.255435,-0.142942,0.210138,0.079412
B,86,-1,0,-1,0,-2.819942,8.626126,3.255435,-0.142942,0.210138,0.079412
B,88,0,0,0,0,-2.819942,8.626126,3.255435,-0.142942,0.210138,0.079412
